lunyoro,english,domain,pos,letter
omusure,"shrew: a small bird with a long beak, tail and destroys people's crops",Common Animals,noun,O
omusuraibiba,"night jar: any of the various nocturnal birds that looks like an owl, that makes a sharp sound at night and is common in Europe",Common Animals,noun,O
omusununuko,to leave it to roll or pitch suddenly or erratically as a ship as it docks,General,adjective,O
omusunju,crest: a meat like strugture above the beak of male birds that is red in colour,General,noun,O
omusunguru,a grass specie,General,noun,O
omusumiko,anus. See: OMWOYO,General,noun,O
omusumiko,girdle: anything worn around the waist and has knots especially worn by old women as belts or sash,General,noun,O
omusumbakazi,a famale slave: a female person owned by someone and has to work for him or her without pay,General,noun,O
omusumba,abasumba. 1) slave:someone who is paid for looking after someone else. 2) a person emplyed to look after cattle. pastor: a leader of christian group or church,Common Animals,noun,O
omusumankuzi,corrupt person: a person who is fond of taking bribes and at the same time corrupt,General,noun,O
omusuma,"a greedy person: a person who desire for more food, money, power than he really need and does not like to share with others",General,noun,O
omusuma,thief: a person who steals from another person or takes away their things without concent,General,noun,O
omusukiso,funnel: a wide mouthed tube used for pouring liquids into the container with a narrow neck,General,noun,O
omusugunguru,"mouse trap: a device for catching and holding any of the numerous small rodents that characteristically have a pointed snout, propotianately small ears and a long narrow almost hairless tail that live in peoples houses especially in holes they make there and destroy peoples property and materials",Common Animals,noun,O
omusubyo,Milk of the second round of milking. After the first round you may feel that there is still some milk you have left in the udder,General,noun,O
omusu,pullet: a young hen that has not started laying eggs. Var: omuswa. Pl: emishu. omusubiro n. second born: a child that is born second in a family,Common Animals,noun,O
omusu,a tree whose bark prevents cough and normally grows in a forest and is very sour,General,noun,O
omusozi,mountain: a raised area or high hill,General,noun,O
omusororongo,"line or verse: a row of people, things, words",General,noun,O
omusoroorwa,lavae: large maggot that lives in rotten truncks of trees and are also found in grass thatched houses (roofs) especially during the rainy season,Nature & Environment,noun,O
omusoromi,"picker: someone who gathers, collects, picks crops especially coffee and tea",General,noun,O
omusoromerezi,vegetable picker: someone who picks green vegetables,General,noun,O
omusoro,tax: a compulsorypayment to government so that it can pay for public services,General,noun,O
omusooro,young millet stalks,General,noun,O
omusono,The art of doing tricks that seem impossible in order to entertain people. (black magic) especially what makes something seem wonderfull,General,noun,O
omusono,secret powers that people believe can make a strange thing that seem imposible to happen if one says or does special things,General,noun,O
omusongore,"polite person: one who has good manners, respect for others and known by people for that",General,noun,O
omusongi,honey: liquid honey with a very pleasant taste,General,noun,O
omusongasongi,a plant or herb whose leaves are eaten for great enjoyment. It is also medicinal,General,noun,O
omusonga,"herb: a plant that grows in the banana plantation and is sometimes grown by people, believed to prevent epilepsy and has a sharp smell",Health & Medicine,noun,O
omusonga,"sharp pain: a sharp or severe pain that normally attacks the chest, eye, ear, stomach, head etc",General,noun,O
omusomo,course: a course of study arranged to either last a short time or a long time leading to a certificate,Education And Learning,noun,O
omusomi,cattle thief: a person who steals cows,Common Animals,noun,O
omusomi,religious person: a person who believes in God and attends church services,General,noun,O
omusomi,abasomi. 1) reader: a person who understands or takes in the meaning of written or printed words or symbols. 2) a person who speacks loud the words of something written or printed,General,noun,O
omusomesa-kati,mistress: a female teacher,Education And Learning,noun,O
omusomesa,teacher: a person whose job is to teach someone a lesson or instructions so that he or she knows how to do something,Education And Learning,noun,O
omusomankuzi,swindler: a person who secures gains unfairly or unlawfully,General,noun,O
omusokooro,"bone marrow: a liquid substance that is found in the hard dense, calcified tissue that forms a skeleton of most vertabrates and contains calicium",Biology,noun,O
omusojwa,spear grass: a type of grass with hard pointed seed heads some of which are sharp enough to harm livestock,Nature & Environment,noun,O
omusohoro,irst crops grown in a season,General,noun,O
omusogoyo,puberty or adolescence: a period of growth among humans from childhood to adulthood normally between the age of twelve to eighteen,General,noun,O
omusobya,plant species,Nature & Environment,noun,O
omusobya,"someone who does things that are ontrary to morals, norms and day to day ways of living",General,noun,O
omusoboyo,excess: the number count that goes beyond the required number,General,noun,O
omusoboorozi,an authority: someone who has the power to do something,General,noun,O
omusobo,"excess: something that is more than necessary, reasonable or acceptable",General,noun,O
omusoberwa,"bewildered person: a person who is always confused with numerous conflicting situations, objects, statements",General,noun,O
omusitamirizi,a person who outstays,General,noun,O
omusinya,a plant species used in making ropes,Nature & Environment,noun,O
omusinja,witness: a person who stands by the side of another person to support him against the case,General,noun,O
omuserebembe,"lizard: a small crawling animal that typically has a long body and tail, four legs, movable eye lids and a rough, scaly or spiny skin",Common Animals,noun,O
omusenguro,thump: a heavy blow,General,noun,O
omuseneneko,liquid that is free from dirt and looks very clean,General,noun,O
omuseke,dawn: the time of very early morning when the ky starts to show signs of the sun rise,General,noun,O
omusega,wolf: a wild canivorous mammal which is of a dog family that lives and hunts in groups,Common Animals,noun,O
omuseese,a tree species,Nature & Environment,noun,O
omusebuko,new growth: regrowing of dry plants,General,noun,O
omuse,See: OMUSA,General,verb,O
omusazi,mad person: mentally ill or insane person,General,noun,O
omusatuzi,wood chopper: a person who chops wood into small pieces especially for cooking,General,noun,O
omusarasare,small scratches on an object,General,noun,O
omusarara,swampy: a smell that usually comes out from the water that is fetched from the well in the swamp,General,noun,O
omusarakanda,a grass species,Nature & Environment,noun,O
omusanana,a Kinyarwanda traditional dress,General,noun,O
omusamato,See: EKISAMATO,General,verb,O
omusamaazi,"a person who looks at other people or something steadly and intently especially in admiration, surprise or thought",General,noun,O
omusako,food bought from markets or worked for from other people as aresult of food shortage,General,noun,O
omusabagariko,The manner of doing something innefectively,General,noun,O
omusaayo,"bog: wet, soft ground formed of decaying plants",General,noun,O
omusaabo,plant: a tree species,Nature & Environment,noun,O
omuseveni,a person who participated in the world war and belonged to the seventh African rifles,General,noun,O
omuserebende,a brand new car,General,noun,O
omuseeto,smooth or clear: having an even and regular surface especially roads,General,noun,O
omusanzire,"two men who have married from the same family, same sisters or two men who are having a relationship with one woman",General,numeral,O
omusaara,mat on which moslems dit while praying,General,noun,O
omusa,tree: a kind of tree with hard wood and fairly broad leaves usually in making long lasting furniture or tools,Nature & Environment,noun,O
omuryoto,mud: soft wet and sticky place,General,noun,O
omuryanyonyi,"bird: a wild bird with a big, long sharp mouth that eats the fresh of other birds. They are normally found in national parks",General,noun,O
omuryanyonyi,a tall wild tree with short leaves that prevent worms in the stomach,Nature & Environment,noun,O
omurya-njoki,bee eater: a light coloured insectivorous bird with a large head and a long down curved bill and typically with long central tail feathers,Common Animals,noun,O
